"NSS 2025 results for students registered at this provider split by mode, level and subject ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
All modes,All undergraduates,CAH1,CAH03,Biological and sport sciences,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",389.5,536.7,,132.4,212.7,43,1.5,0,3.5,88.6,88.9,-0.3,1.5,5.3,7.4,89,3.6,455,73.6
All modes,All undergraduates,CAH1,CAH03,Biological and sport sciences,Theme 6: Learning resources,394,536.7,,,,,,,,86.7,89.1,-2.4,1.6,5.3,48,51.9,0.1,455,73.6
All modes,All undergraduates,CAH1,CAH03,Biological and sport sciences,Q22: To what extent do you get the right opportunities to give feedback on your course?,391.5,536.7,,174.9,174.7,39.5,2.5,0,1.5,89.3,87.1,2.2,1.6,5.3,0.2,57.9,42,455,73.6
All modes,All undergraduates,CAH1,CAH03,Biological and sport sciences,Q23: To what extent are students' opinions about the course valued by staff?,387,536.7,,124.7,172.3,73.5,16.5,0,6,76.7,81.3,-4.6,1.9,5.2,85.7,14.3,0,455,73.6
All modes,All undergraduates,CAH1,CAH03,Biological and sport sciences,Q24: How clear is it that students' feedback on the course is acted on?,389,536.7,,79.7,167.8,121.5,20,0,3.5,63.6,65.9,-2.3,2.3,5.3,46.8,51.5,1.7,455,73.6
All modes,All undergraduates,CAH1,CAH03,Biological and sport sciences,Theme 7: Student voice,393,536.7,,,,,,,,76.5,78.1,-1.6,2,5.3,32.6,65.4,2,455,73.6
All modes,All undergraduates,CAH1,CAH03,Biological and sport sciences,Q25: How well does the students' union (association or guild) represent students' academic interests?,362.9,536.7,,48.3,185,99.5,30,0,29.7,64.3,74.4,-10.1,2.3,5.5,100,0,0,455,73.6
All modes,All undergraduates,CAH1,CAH03,Biological and sport sciences,Q26: How well communicated was information about your university/college's mental wellbeing support services?,382.5,536.7,,111.9,178.7,76.5,15.5,0,9,75.9,81.6,-5.6,2,5.3,94.3,5.7,0,455,73.6
All modes,All undergraduates,CAH1,CAH03,Biological and sport sciences,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",388.5,536.7,,127.7,213.9,41.5,5.5,0,3,87.9,89.1,-1.2,1.5,6.7,19.3,79.9,0.8,455,73.6
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q01: How good are teaching staff at explaining things?,333.5,444.2,,122.2,185.3,24,2,0,0,92.2,94.3,-2.1,1.3,5.8,38.3,61.7,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q02: How often do teaching staff make the subject engaging?,333.5,444.2,,84.9,195.7,47,6,0,0,84.1,82.1,2,2,5.8,1.1,58.7,40.2,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q03: How often is the course intellectually stimulating?,333.5,444.2,,167.5,132.5,29.5,4,0,0,90,91.1,-1.1,1.5,5.8,18.7,80.4,1,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q04: How often does your course challenge you to achieve your best work?,332.9,444.2,,134.8,147,42,9,0,0.7,84.7,87.4,-2.7,1.8,5.8,54.8,45,0.2,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Theme 1: Teaching on my course,333.5,444.2,,,,,,,,87.7,88.7,-1,1.7,5.8,18.3,79.6,2.1,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,333.5,444.2,,139.2,142.3,47,5,0,0,84.4,86.7,-2.3,1.8,5.8,44.6,54.9,0.5,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,333.5,444.2,,108,170,49,6.5,0,0,83.4,87.4,-4,1.8,5.8,80,19.9,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,333.5,444.2,,141.9,140.7,45,6,0,0,84.7,85.6,-0.9,1.9,5.8,19.4,77.2,3.4,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q08: To what extent does your course have the right balance of directed and independent study?,331.9,444.2,,80.3,152.5,74.5,24.5,0,1.7,70.2,79.2,-9,2.3,5.8,99.8,0.2,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,332.5,444.2,,74.7,188.7,58.2,11,0,1,79.2,84.8,-5.6,2,5.8,94.3,5.7,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Theme 2: Learning opportunities,333.5,444.2,,,,,,,,80.4,84.7,-4.3,2,5.8,82.1,17.9,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q10: How clear were the marking criteria used to assess your work? ,333.5,444.2,,61.5,151.7,101.2,19.2,0,0,63.9,73.6,-9.7,2.4,5.8,99.9,0.1,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q11: How fair has the marking and assessment been on your course? ,333.5,444.2,,47,197,81.5,8,0,0,73.2,81.7,-8.5,2.2,5.8,99.7,0.3,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q12: How well have assessments allowed you to demonstrate what you have learned?,333.5,444.2,,42.5,192,88,11,0,0,70.3,77.2,-6.9,2.3,5.8,97.3,2.7,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q13: How often have you received assessment feedback on time?,333.5,444.2,,156.5,131,37,9,0,0,86.2,79,7.2,2,5.8,0,0.8,99.2,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q14: How often does feedback help you to improve your work?,333.5,444.2,,43.2,172.9,93.5,24,0,0,64.8,66,-1.3,2.5,5.8,30.7,62.9,6.4,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Theme 3: Assessment and feedback,333.5,444.2,,,,,,,,71.7,75.5,-3.8,2.3,5.8,71.5,28.2,0.3,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q15: How easy was it to contact teaching staff when you needed to?,331.5,444.2,,136.2,146.8,38.5,10,0,2,85.4,88.8,-3.4,1.8,5.8,69.8,30.1,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q16: How well have teaching staff supported your learning?,333.5,444.2,,92.2,192.3,40,9,0,0,85.3,87.5,-2.2,1.8,5.8,43.3,56.3,0.4,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Theme 4: Academic support,333.5,444.2,,,,,,,,85.4,88.2,-2.8,1.8,5.8,56.3,43.6,0.1,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q17: How well organised is your course?,333.5,444.2,,87.9,196.7,39.5,9.5,0,0,85.3,80.2,5.1,2,5.8,0,9.3,90.6,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q18: How well were any changes to teaching on your course communicated?,324.5,444.2,,94.4,152.5,64.2,13.5,0,9,76.1,79.8,-3.7,2.2,5.8,71.6,28.3,0.2,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Theme 5: Organisation and management,333.5,444.2,,,,,,,,81,80,1,2.1,5.8,4.5,72.6,22.9,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q19: How well have the IT resources and facilities supported your learning?,314.5,444.2,,97.9,168.2,37.5,11,0,19,84.6,87.9,-3.3,1.8,5.7,67.3,32.6,0.1,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",318.4,444.2,,123.7,149.2,40.5,5,0,14.2,85.7,91,-5.3,1.7,5.8,94.7,5.3,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",328.5,444.2,,106.9,184.2,36.5,1,0,3,88.6,88.6,0,1.7,5.8,7,85.9,7.1,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Theme 6: Learning resources,332.5,444.2,,,,,,,,86.6,89.1,-2.5,1.7,5.8,51,48.8,0.2,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q22: To what extent do you get the right opportunities to give feedback on your course?,330.5,444.2,,152.4,142.7,33.5,2,0,1,89.3,87.1,2.1,1.7,5.8,0.4,57.8,41.8,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q23: To what extent are students' opinions about the course valued by staff?,326.5,444.2,,106.2,141.3,63,16,0,5,75.8,80.6,-4.8,2.2,5.8,85.3,14.7,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q24: How clear is it that students' feedback on the course is acted on?,328.5,444.2,,69.7,133.3,108,17.5,0,3,61.8,64.2,-2.4,2.5,5.8,49.2,48.3,2.5,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Theme 7: Student voice,331.5,444.2,,,,,,,,75.6,77.3,-1.7,2.2,5.8,35.9,61.1,3,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q25: How well does the students' union (association or guild) represent students' academic interests?,307.4,444.2,,41.8,148.5,88,29,0,24.2,61.9,74.2,-12.2,2.5,6,100,0,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,Q26: How well communicated was information about your university/college's mental wellbeing support services?,323,444.2,,95.9,144.2,69,14,0,7.5,74.3,81.2,-6.9,2.2,5.8,97.8,2.2,0,339,75.1
All modes,All undergraduates,CAH2,CAH03-01,Biosciences,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",328.5,444.2,,110.7,177.9,35,5,0,2,87.8,89,-1.2,1.7,7.5,21.5,77.1,1.4,339,75.1
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q01: How good are teaching staff at explaining things?,88,128,,40,45,3,0,0,0,96.6,94.6,2,2.5,5.8,3.6,53.9,42.5,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q02: How often do teaching staff make the subject engaging?,88,128,,34,42,12,0,0,0,86.4,82.6,3.7,3.8,5.8,5.2,32.2,62.6,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q03: How often is the course intellectually stimulating?,88,128,,49,33,6,0,0,0,93.2,91.7,1.4,3,5.8,9.1,54.9,36,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q04: How often does your course challenge you to achieve your best work?,88,128,,46,36,5,1,0,0,93.2,88.5,4.7,3.4,5.8,1.7,24,74.3,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Theme 1: Teaching on my course,88,128,,,,,,,,92.3,89.3,3,3.3,5.8,4.6,39.5,56,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,88,128,,42,38,8,0,0,0,90.9,87,3.9,3.5,5.8,3.6,31.4,65,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,88,128,,31,44,12,1,0,0,85.2,88.1,-2.9,3.5,5.8,54.2,39.4,6.3,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q07: To what extent have you had the chance to bring together information and ideas from different topics?,88,128,,42,35,10,1,0,0,87.5,86.2,1.3,3.6,5.8,14.7,48.4,36.9,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q08: To what extent does your course have the right balance of directed and independent study?,88,128,,32,35,17,4,0,0,76.1,79.8,-3.7,4.5,5.8,60.5,31.1,8.3,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,87,128,,28,42,14,3,0,1,80.5,85.6,-5.2,4,5.8,75,22.4,2.6,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Theme 2: Learning opportunities,88,128,,,,,,,,84.1,85.3,-1.3,3.9,5.8,37.4,45.9,16.6,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q10: How clear were the marking criteria used to assess your work? ,88,128,,17,49,21,1,0,0,75,73.8,1.2,4.7,5.8,21.9,39.1,39,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q11: How fair has the marking and assessment been on your course? ,88,128,,12,50,25,1,0,0,70.5,81.6,-11.1,4.4,5.8,97.7,2.3,0.1,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q12: How well have assessments allowed you to demonstrate what you have learned?,88,128,,9,46,29,4,0,0,62.5,77.1,-14.6,4.6,5.8,99.6,0.4,0,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q13: How often have you received assessment feedback on time?,88,128,,47,31,7,3,0,0,88.6,79.4,9.2,3.8,5.8,0.1,3.9,96,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q14: How often does feedback help you to improve your work?,88,128,,14,38,29,7,0,0,59.1,66.5,-7.4,4.9,5.8,83.8,13.9,2.3,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Theme 3: Assessment and feedback,88,128,,,,,,,,71.1,75.7,-4.5,4.6,5.8,67.1,26.6,6.3,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q15: How easy was it to contact teaching staff when you needed to?,87,128,,42,39,6,0,0,1,93.1,89.3,3.8,3.4,5.8,3.1,31.8,65.1,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q16: How well have teaching staff supported your learning?,88,128,,36,44,8,0,0,0,90.9,88.4,2.5,3.5,5.8,7.5,42.4,50.1,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Theme 4: Academic support,88,128,,,,,,,,92,88.9,3.2,3.4,5.8,4.9,37.3,57.8,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q17: How well organised is your course?,88,128,,31,52,5,0,0,0,94.3,80.9,13.5,3.9,5.8,0,0.2,99.8,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q18: How well were any changes to teaching on your course communicated?,84,128,,37,38,9,0,0,4,89.3,80.5,8.8,4.3,5.8,0.4,6.7,92.9,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Theme 5: Organisation and management,88,128,,,,,,,,92,80.7,11.3,4,5.8,0,1.4,98.6,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q19: How well have the IT resources and facilities supported your learning?,83,128,,30,41,10,2,0,5,85.5,88.8,-3.3,3.6,5.7,58.4,35.9,5.7,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",85,128,,36,36,12,1,0,3,84.7,91,-6.3,3.5,5.8,86.2,13.3,0.6,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",86,128,,22,50,14,0,0,1,83.7,89.2,-5.4,3.4,5.8,80.5,18.5,1,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Theme 6: Learning resources,88,128,,,,,,,,85,89.5,-4.5,3.4,5.8,72,25.9,2.1,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q22: To what extent do you get the right opportunities to give feedback on your course?,87,128,,51,29,7,0,0,0,92,87.9,4.1,3.4,5.8,2.7,29.6,67.7,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q23: To what extent are students' opinions about the course valued by staff?,86,128,,44,32,9,1,0,1,88.4,81.2,7.2,4.2,5.8,1,11.8,87.2,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q24: How clear is it that students' feedback on the course is acted on?,87,128,,36,36,14,1,0,0,82.8,64.6,18.2,4.9,5.8,0,0.1,99.9,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Theme 7: Student voice,87,128,,,,,,,,87.7,77.9,9.8,4.3,5.8,0.2,4.3,95.5,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q25: How well does the students' union (association or guild) represent students' academic interests?,78,128,,15,40,19,4,0,9,70.5,74.6,-4.1,5.1,6,62.2,27.8,10,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),Q26: How well communicated was information about your university/college's mental wellbeing support services?,87,128,,23,39,25,0,0,0,71.3,81.6,-10.3,4.3,5.8,96.5,3.3,0.1,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-01,Biosciences (non-specific),"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",87,128,,27,53,7,0,0,0,92,88.8,3.2,3.3,7.5,4.3,37.7,58,88,68.8
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q01: How good are teaching staff at explaining things?,107,139,,35,59,11,2,0,0,87.9,94.3,-6.5,2.5,5.8,94.8,5.2,0,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q02: How often do teaching staff make the subject engaging?,107,139,,21,66,17,3,0,0,81.3,82,-0.7,3.6,5.8,31.1,50.7,18.2,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q03: How often is the course intellectually stimulating?,107,139,,49,43,11,4,0,0,86,90.5,-4.5,2.9,5.8,76.1,23.2,0.7,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q04: How often does your course challenge you to achieve your best work?,107,139,,39,45,17,6,0,0,78.5,86.5,-8,3.3,5.8,95.3,4.7,0.1,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Theme 1: Teaching on my course,107,139,,,,,,,,83.4,88.3,-4.9,3.1,5.8,78.2,20.9,0.9,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,107,139,,35,50,18,4,0,0,79.4,86.8,-7.3,3.3,5.8,93,6.9,0.1,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,107,139,,34,51,19,3,0,0,79.4,86.9,-7.5,3.4,5.8,93.1,6.8,0.1,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,107,139,,44,42,18,3,0,0,80.4,85.3,-4.9,3.4,5.8,76,22.6,1.4,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q08: To what extent does your course have the right balance of directed and independent study?,106,139,,19,51,27,9,0,1,66,78.8,-12.8,4,5.8,99.5,0.5,0,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,107,139,,24,56,21,6,0,0,74.8,84.2,-9.4,3.5,5.8,97.5,2.5,0,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Theme 2: Learning opportunities,107,139,,,,,,,,76,84.4,-8.3,3.6,5.8,94.9,5,0.1,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q10: How clear were the marking criteria used to assess your work? ,107,139,,17,42,39,9,0,0,55.1,73.6,-18.5,4.3,5.8,100,0,0,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q11: How fair has the marking and assessment been on your course? ,107,139,,12,68,22,5,0,0,74.8,82.3,-7.5,3.8,5.8,90.6,9,0.4,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q12: How well have assessments allowed you to demonstrate what you have learned?,107,139,,15,63,23,6,0,0,72.9,77.4,-4.5,4,5.8,69,27,4,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q13: How often have you received assessment feedback on time?,107,139,,42,47,15,3,0,0,83.2,78.4,4.7,3.5,5.8,2,24.3,73.7,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q14: How often does feedback help you to improve your work?,107,139,,8,64,26,9,0,0,67.3,66.3,1,4.4,5.8,21.1,42.3,36.7,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Theme 3: Assessment and feedback,107,139,,,,,,,,70.7,75.6,-4.9,4.1,5.8,72.4,24.1,3.5,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q15: How easy was it to contact teaching staff when you needed to?,106,139,,38,46,15,7,0,1,79.2,88.8,-9.6,3.2,5.8,98.6,1.4,0,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q16: How well have teaching staff supported your learning?,107,139,,20,66,17,4,0,0,80.4,87.2,-6.8,3.2,5.8,90.9,8.9,0.2,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Theme 4: Academic support,107,139,,,,,,,,79.9,88,-8.1,3.2,5.8,95.9,4.1,0.1,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q17: How well organised is your course?,107,139,,17,66,18,6,0,0,77.6,80,-2.4,3.6,5.8,48.7,42.8,8.5,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q18: How well were any changes to teaching on your course communicated?,103,139,,22,50,25,6,0,4,69.9,78.9,-9,3.8,5.8,95.4,4.4,0.1,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Theme 5: Organisation and management,107,139,,,,,,,,74.3,79.5,-5.2,3.7,5.8,76.5,21.7,1.9,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q19: How well have the IT resources and facilities supported your learning?,100,139,,28,54,14,4,0,7,82,87.5,-5.5,3.3,5.7,81.8,17.4,0.8,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",102,139,,38,53,10,1,0,5,89.2,90.9,-1.7,3,5.8,39.1,52.4,8.6,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",105,139,,36,58,11,0,0,2,89.5,88.1,1.5,3.1,5.8,9.8,53.6,36.6,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Theme 6: Learning resources,106,139,,,,,,,,87.1,88.8,-1.7,3.1,5.8,39.6,51.6,8.8,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q22: To what extent do you get the right opportunities to give feedback on your course?,107,139,,47,49,9,2,0,0,89.7,86.8,2.9,3.1,5.8,4.1,41.1,54.8,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q23: To what extent are students' opinions about the course valued by staff?,107,139,,35,40,23,9,0,0,70.1,80.1,-10,3.9,5.8,97.3,2.6,0.1,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q24: How clear is it that students' feedback on the course is acted on?,107,139,,14,40,44,9,0,0,50.5,64.3,-13.8,4.5,5.8,99.4,0.6,0,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Theme 7: Student voice,107,139,,,,,,,,70.1,77.1,-7,4,5.8,86.8,12.2,0.9,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q25: How well does the students' union (association or guild) represent students' academic interests?,103,139,,13,48,31,11,0,4,59.2,73.5,-14.3,4.4,6,99.6,0.4,0,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,Q26: How well communicated was information about your university/college's mental wellbeing support services?,104,139,,38,40,20,6,0,3,75,81.6,-6.6,3.9,5.8,85.1,13.9,1,107,77
All modes,All undergraduates,CAH3,CAH03-01-03,Ecology and environmental biology,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",106,139,,33,58,12,3,0,1,85.8,89.5,-3.7,3,7.5,65.3,32.6,2.1,107,77
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Q01: How good are teaching staff at explaining things?,87,111,,26,53,8,0,0,0,90.8,94,-3.2,2.6,5.8,61.2,37.6,1.3,87,78.4
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Q02: How often do teaching staff make the subject engaging?,87,111,,19,55,10,3,0,0,85.1,81.7,3.3,3.9,5.8,6.9,34.7,58.4,87,78.4
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Q03: How often is the course intellectually stimulating?,87,111,,44,31,12,0,0,0,86.2,91,-4.8,3.1,5.8,77.3,21.8,0.9,87,78.4
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Q04: How often does your course challenge you to achieve your best work?,87,111,,28,41,17,1,0,0,79.3,87.3,-8,3.6,5.8,93.5,6.3,0.2,87,78.4
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Theme 1: Teaching on my course,87,111,,,,,,,,85.3,88.5,-3.2,3.4,5.8,57.7,37.3,4.9,87,78.4
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,87,111,,35,35,16,1,0,0,80.5,86.1,-5.6,3.7,5.8,80,18.6,1.4,87,78.4
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,87,111,,27,44,15,1,0,0,81.6,86.9,-5.3,3.6,5.8,78.5,20.1,1.5,87,78.4
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,87,111,,38,36,11,2,0,0,85.1,85.4,-0.3,3.7,5.8,27.7,50,22.3,87,78.4
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Q08: To what extent does your course have the right balance of directed and independent study?,87,111,,13,40,24,10,0,0,60.9,78.5,-17.6,4.6,5.8,99.9,0.1,0,87,78.4
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,87,111,,12,57,16,2,0,0,79.3,84.6,-5.3,4,5.8,75.7,21.7,2.6,87,78.4
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Theme 2: Learning opportunities,87,111,,,,,,,,77.5,84.3,-6.8,4,5.8,85.8,13.2,1,87,78.4
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Q10: How clear were the marking criteria used to assess your work? ,87,111,,12,36,31,8,0,0,55.2,73.4,-18.2,4.9,5.8,99.9,0.1,0,87,78.4
All modes,All undergraduates,CAH3,CAH03-01-06,Zoology,Q11: How fair has the marking and assessment been on your course? ,87,111,,11,54,20,2,0,0,74.7,81,-6.3,4.4,5.8,80.9,16.9,2.2,87,78.4
